,0,1,date
148,['Sunday links: being hard to replace'],http://feedproxy.google.com/~r/abnormalreturns/~3/t-Blfgr2wUo/,2020-07-21
149,['Have a Laugh…'],https://howardlindzon.com/have-a-laugh/,2020-07-21
150,['Top clicks this week on Abnormal Returns'],http://feedproxy.google.com/~r/abnormalreturns/~3/p9OkK6DNtew/,2020-07-21
151,['Challenging Your Core Beliefs'],https://seekingalpha.com/article/4359199-challenging-your-core-beliefs?source=feed_tag_editors_picks,2020-07-21
152,['Banks Double Loan Loss Reserves ‘Everybody Is Struggling’'],https://www.thestreet.com/mishtalk/economics/banks-double-loan-loss-reserves-everybody-is-struggling,2020-07-21
153,"['Trump\'s Payroll Tax Cut and the Arrogance of ""Find Something New""']",https://www.thestreet.com/mishtalk/economics/trumps-payroll-tax-cut-and-the-arrogance-of-find-something-new,2020-07-21
154,['TDI Podcast: The Best Bear Market (#671)'],http://feedproxy.google.com/~r/thedisciplinedinvestor/EBHR/~3/yuiR3MHj8Ko/,2020-07-21
155,['Slate Office REIT: The 11% Dividend Yield Remains Fully Covered'],https://seekingalpha.com/article/4358930-slate-office-reit-11-dividend-yield-remains-fully-covered?source=feed_tag_editors_picks,2020-07-21
156,['Saturday links: nostalgic nomenclature'],http://feedproxy.google.com/~r/abnormalreturns/~3/FPq1_eQVFGo/,2020-07-21
157,['Coronavirus Claims Casualty Ahead Of REIT Earnings Season'],https://seekingalpha.com/article/4359173-coronavirus-claims-casualty-ahead-of-reit-earnings-season?source=feed_tag_editors_picks,2020-07-21
158,['Am I Wearing Pants?…And Drones'],https://howardlindzon.com/am-i-wearing-pants-and-drones/,2020-07-21
159,['Coca-Cola: Spike In Coronavirus Challenges Outlook Heading Into Q2 Earnings'],https://seekingalpha.com/article/4359182-coca-cola-spike-in-coronavirus-challenges-outlook-heading-q2-earnings?source=feed_tag_editors_picks,2020-07-21
160,['A Few Big Ideas For The Weekend'],http://traderfeed.blogspot.com/2020/07/a-few-big-ideas-for-weekend.html,2020-07-21
161,['Podcast links: a new value investing'],http://feedproxy.google.com/~r/abnormalreturns/~3/0QhJudpHMBs/,2020-07-21
162,['Some Good Reads…'],https://howardlindzon.com/some-good-reads-2/,2020-07-21
163,['Another 1.3 Million People File for Unemployment Benefits'],http://vantagepointtrading.com/another-1-3-million-people-file-for-unemployment-benefits/,2020-07-21
164,['US Retail Sales Stronger Than Expected'],http://vantagepointtrading.com/us-retail-sales-stronger-than-expected/,2020-07-21
165,['Russell 2000 Readies For Breakout'],http://feedproxy.google.com/~r/FallondStockPicks/~3/KIYM86OB9C8/russell-2000-readies-for-breakout.html,2020-07-21
166,['Thursday links: previously held views'],http://feedproxy.google.com/~r/abnormalreturns/~3/-u7GGVrL2Fk/,2020-07-21
167,['Americans Are Getting Out of Dodge'],http://feedproxy.google.com/~r/dailyreckoning/~3/3_501zxFRrM/,2020-07-21
168,"['Brown Weeds, Not Green Shoots']",http://feedproxy.google.com/~r/dailyreckoning/~3/PUcprWv5ge8/,2020-07-21
169,['Longform links: a slow rolling disaster'],http://feedproxy.google.com/~r/abnormalreturns/~3/wzi2c9MZY1M/,2020-07-21
170,['Ultimate Freedom'],https://howardlindzon.com/ultimate-freedom/,2020-07-21
171,['The Economic Impact of the Coronavirus'],http://vantagepointtrading.com/the-economic-impact-of-the-coronavirus/,2020-07-21
172,['What Moved the Canadian Dollar the Other Day?'],http://vantagepointtrading.com/what-moved-the-canadian-dollar-the-other-day/,2020-07-21
173,['The Last Gasps of “Late Degeneracy Capitalism”'],http://feedproxy.google.com/~r/dailyreckoning/~3/kQKke7PKNxw/,2020-07-21
174,"['How to Succeed in Business by Bundling – and Unbundling…Financial Markets, Media and Malls']",https://howardlindzon.com/how-to-succeed-in-business-by-bundling-and-unbundling-financial-markets-media-and-malls/,2020-07-21
175,['DHUnplugged #514: To The Moon!'],http://feedproxy.google.com/~r/thedisciplinedinvestor/EBHR/~3/4djL0y_f-D4/,2020-07-21
176,['S&P Breakout Wait Continues...'],http://feedproxy.google.com/~r/FallondStockPicks/~3/aW9vrgq6U1Q/s-breakout-wait-continues.html,2020-07-21
177,['Cultural Marxism and TraCultural Marxism and Traditionalism Battle for Americaditionalism Battle for America'],http://feedproxy.google.com/~r/dailyreckoning/~3/yiVHigiwPso/,2020-07-21
178,['Investing is Hard …and Tesla Topped'],https://howardlindzon.com/investing-is-hard-and-tesla-topped/,2020-07-21
179,['Inflation'],http://feedproxy.google.com/~r/dailyreckoning/~3/fZJqKo5Qtco/,2020-07-21
